X,Y,NAME,STATION_TYPE,STATION_ID,STATION_STATUS,LAST_REPORTED,NUM_DOCKS_AVAILABLE,NUM_DOCKS_DISABLED,NUM_BIKES_AVAILABLE,NUM_EBIKES_AVAILABLE,NUM_BIKES_DISABLED,IS_INSTALLED,IS_RETURNING,IS_RENTING,HAS_KIOSK,IOS,ANDROID,ELECTRIC_BIKE_SURCHARGE_WAIVER,EIGHTD_HAS_KEY_DISPENSER,CAPACITY,RENTAL_METHODS,REGION_ID,REGION_NAME,GIS_ID,LATITUDE,LONGITUDE,GIS_LAST_MOD_DTTM,OBJECTID
"-8601991.38101392,4703534.00637588,Vaden Dr & Royal Victoria Dr/Jim Scott Cmty Ctr,classic,f08db1df-054a-46c8-a3e1-b349f2a26d5e,,2024/10/22 07:05:16+00,11,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,""KEY,CREDITCARD"",104,DCA-CABI,,38.873261,-77.272999,2024/10/22 07:07:28+00,217279568"
"-8609481.03572037,4714715.97448189,W&OD Trail/Sunset Hills Rd & Isaac Newton Sq,classic,08263fbd-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:25+00,16,0,3,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",104,DCA-CABI,,38.951419,-77.340281,2024/10/22 07:07:28+00,217279569"
"-8591461.09579465,4704457.97813314,S Maple Ave & S Washington St,classic,5e571279-84a3-4dd6-9ee5-6a834e4c624a,,2024/10/22 07:05:25+00,3,0,9,3,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,""KEY,CREDITCARD"",152,DCA-CABI,,38.87972,-77.178408,2024/10/22 07:07:28+00,217279570"
"-8583413.82768528,4698394.68236568,N Hampton Dr & Ford Ave,classic,e456b38d-7f5e-4d06-b2bc-022b42097a06,,2024/10/22 07:05:23+00,7,0,4,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,""KEY,CREDITCARD"",40,DCA-CABI,,38.837306,-77.106111,2024/10/22 07:07:28+00,217279571"
"-8575238.83737486,4713436.210828,14th & Upshur St NW,classic,08254943-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:23+00,16,0,2,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.942475,-77.032678,2024/10/22 07:07:28+00,217279572"
"-8590403.73549013,4688344.48211579,Franconia-Springfield Metro North,classic,1917259666206632502,,2024/10/22 07:05:24+00,17,0,2,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",,DCA-CABI,,38.766946,-77.168902,2024/10/22 07:07:28+00,217279573"
"-8576568.94983233,4694599.27911776,St Asaph & Pendleton St,classic,08253a4b-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:21+00,7,0,8,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",40,DCA-CABI,,38.810741,-77.044633,2024/10/22 07:07:28+00,217279574"
"-8572593.04202246,4707315.69104189,North Capitol St & G Pl NE,classic,0825be05-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:31+00,8,0,11,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.899703,-77.008911,2024/10/22 07:07:28+00,217279575"
"-8572948.53063806,4707409.71421819,1st & H St NW,classic,0825e1e5-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:31+00,9,0,5,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",42,DCA-CABI,,38.900358,-77.012108,2024/10/22 07:07:28+00,217279576"
"-8571423.94083198,4707778.3365367,6th & K St NE,classic,082644bc-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:30+00,2,1,14,5,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.902932,-76.998405,2024/10/22 07:07:28+00,217279577"
"-8581508.94053594,4706776.15688571,Langston Blvd & N Adams St,classic,08252530-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:33+00,3,0,12,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",41,DCA-CABI,,38.89593,-77.089006,2024/10/22 07:07:28+00,217279578"
"-8601827.98963672,4702941.99684083,Route 29 & Circle Woods Dr,classic,1892760823152249488,,2024/10/22 07:05:27+00,5,0,5,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,""KEY,CREDITCARD"",,DCA-CABI,,38.869114,-77.271538,2024/10/22 07:07:28+00,217279579"
"-8574981.89893354,4720817.68450101,Silver Spring Transit Center - Top Level,classic,0825b553-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:28+00,13,0,2,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",44,DCA-CABI,,38.994035,-77.030371,2024/10/22 07:07:28+00,217279580"
"-8587766.1689237,4735257.12177973,Frederick Ave & Horners Ln,classic,08258475-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:29+00,8,0,1,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,9,""KEY,CREDITCARD"",43,DCA-CABI,,39.094772,-77.145213,2024/10/22 07:07:28+00,217279581"
"-8570132.78203948,4708423.8424206,Montello Ave & Holbrook Terr NE,classic,a07bd5e0-5136-4285-ae23-54a74124957e,,2024/10/22 07:05:32+00,12,0,6,2,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.907444,-76.986813,2024/10/22 07:07:28+00,217279582"
"-8565629.9547395,4715852.84923565,Oglethorpe St & 42nd Ave,classic,42ad2bc8-22b5-40f2-8a56-e562e4ecde07,,2024/10/22 07:05:33+00,7,0,8,4,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",133,DCA-CABI,,38.959361,-76.946361,2024/10/22 07:07:28+00,217279583"
"-8566036.63238229,4704946.13555527,37th & Ely Pl SE,classic,ee2cb739-9118-4069-b4f7-435ef53db537,,2024/10/22 07:05:30+00,14,0,1,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",42,DCA-CABI,,38.883132,-76.950009,2024/10/22 07:07:28+00,217279584"
"-8572150.27981346,4706924.01428389,Columbus Circle / Union Station,classic,0824d0c6-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:37+00,47,0,5,0,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,55,""KEY,CREDITCARD"",42,DCA-CABI,,38.89696,-77.00493,2024/10/22 07:07:28+00,217279585"
"-8576904.1363735,4710678.00469841,Calvert & Biltmore St NW,classic,0824773f-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:38+00,4,0,18,5,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,""KEY,CREDITCARD"",42,DCA-CABI,,38.923203,-77.047637,2024/10/22 07:07:28+00,217279586"
"-8611644.98747054,4715041.62518199,Reston Town Center Metro North,classic,e823318f-8406-4230-8072-1667f5de78d4,,2024/10/22 07:05:40+00,15,0,6,1,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,""KEY,CREDITCARD"",104,DCA-CABI,,38.953691,-77.359717,2024/10/22 07:07:28+00,217279587"
"-8579651.42381134,4702677.393827,Columbia Pike & S Orme St,classic,082569e6-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:40+00,9,0,1,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,""KEY,CREDITCARD"",41,DCA-CABI,,38.867262,-77.072315,2024/10/22 07:07:28+00,217279588"
"-8571170.94123257,4711972.30057386,7th & Monroe St NE,classic,066fd95e-0d37-4eea-a027-88c04277bb9d,,2024/10/22 07:05:38+00,9,0,5,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",42,DCA-CABI,,38.932243,-76.996133,2024/10/22 07:07:28+00,217279589"
"-8558021.17732983,4721717.50738474,Roosevelt Center & Crescent Rd,classic,6922a398-ec20-493d-a832-5e337cf335f5,,2024/10/22 07:05:39+00,5,0,9,3,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",133,DCA-CABI,,39.00031,-76.878005,2024/10/22 07:07:28+00,217279590"
"-8572009.13693113,4707311.86582065,2nd & G St NE,classic,082604dd-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:47+00,5,0,16,1,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,""KEY,CREDITCARD"",42,DCA-CABI,,38.89967,-77.003666,2024/10/22 07:07:28+00,217279591"
"-8574496.84602933,4705116.0125662,10th St & L'Enfant Plaza SW,classic,08261d9d-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:46+00,8,0,15,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,""KEY,CREDITCARD"",42,DCA-CABI,,38.884323,-77.02601,2024/10/22 07:07:28+00,217279592"
"-8579488.89174592,4706480.29860589,N Lynn St & Fairfax Dr,classic,0826402c-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:46+00,1,0,13,2,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",41,DCA-CABI,,38.89386,-77.070862,2024/10/22 07:07:28+00,217279593"
"-8583605.02594418,4705065.50656276,Central Library / Quincy St & 10th St N,classic,0825213e-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:42+00,12,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,""KEY,CREDITCARD"",41,DCA-CABI,,38.88397,-77.10783,2024/10/22 07:07:28+00,217279594"
"-8561978.58554196,4706186.32680591,61st St & Banks Pl NE,classic,08263cab-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:45+00,16,0,3,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.891805,-76.913563,2024/10/22 07:07:28+00,217279595"
"-8573806.24246638,4715452.01772384,5th & Kennedy St NW,classic,082547de-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:53+00,7,0,7,7,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",42,DCA-CABI,,38.956556,-77.019814,2024/10/22 07:07:28+00,217279596"
"-8582007.347781,4698472.18496001,31st St & S Woodrow St,classic,0825be94-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:54+00,9,0,2,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,""KEY,CREDITCARD"",41,DCA-CABI,,38.837846,-77.093478,2024/10/22 07:07:28+00,217279597"
"-8611267.38425917,4716027.06598526,New Dominion Pkwy & Fountain Dr,classic,08263959-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:48+00,7,0,4,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,""KEY,CREDITCARD"",104,DCA-CABI,,38.960574,-77.356324,2024/10/22 07:07:28+00,217279598"
"-8573680.03947575,4707492.05837621,5th St & Massachusetts Ave NW,classic,08254442-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:48+00,8,0,11,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.90093,-77.018677,2024/10/22 07:07:28+00,217279599"
"-8579239.95206458,4716771.26438512,Broad Branch Rd & Northampton St NW,classic,68eaf9f5-7b2d-4f60-9f02-9f5ba1103f80,,2024/10/22 07:05:48+00,3,0,16,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.965775,-77.068626,2024/10/22 07:07:28+00,217279600"
"-8574256.9945477,4720201.1853453,Fenton St & Gist Ave,classic,0825ac97-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:52+00,8,0,3,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,""KEY,CREDITCARD"",44,DCA-CABI,,38.989724,-77.023854,2024/10/22 07:07:28+00,217279601"
"-8590736.46810464,4704585.61759746,E Fairfax St & S Washington St,classic,6e652351-dad9-45e4-a0a7-dda0417973f4,,2024/10/22 07:05:53+00,2,0,10,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,""KEY,CREDITCARD"",152,DCA-CABI,,38.880612,-77.171891,2024/10/22 07:07:28+00,217279602"
"-8576681.29881179,4709167.56029604,Connecticut Ave & R St NW,classic,a2507ccc-aca1-48b2-a6a3-a3144ad92d21,,2024/10/22 07:05:58+00,11,0,8,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.912644,-77.04564,2024/10/22 07:07:28+00,217279603"
"-8578273.3132391,4701967.46388173,Pentagon City Metro / 12th St & S Hayes St,classic,08246df5-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:55+00,10,0,8,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",41,DCA-CABI,,38.862303,-77.059936,2024/10/22 07:07:28+00,217279604"
"-8570943.942227,4708086.29770254,Gallaudet / 8th St & Florida Ave NE,classic,08252b28-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:56+00,9,0,9,2,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.90509,-76.9941,2024/10/22 07:07:28+00,217279605"
"-8572265.6607686,4705201.43132812,1st & D St SE,classic,08263aa1-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:56+00,10,0,6,1,3,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.884916,-77.005965,2024/10/22 07:07:28+00,217279606"
"-8575639.06402047,4709168.02983914,16th & R St NW,classic,0826183f-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:57+00,3,0,16,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.912652,-77.036278,2024/10/22 07:07:28+00,217279607"
"-8575891.67596253,4708584.12601448,17th St & Massachusetts Ave NW,classic,08255063-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:59+00,4,0,13,0,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.908568,-77.038542,2024/10/22 07:07:28+00,217279608"
"-8582130.46074268,4718392.56947889,Offutt Ln & Chevy Chase Dr,classic,0825b2e7-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:00+00,9,0,2,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,""KEY,CREDITCARD"",44,DCA-CABI,,38.977093,-77.094589,2024/10/22 07:07:28+00,217279609"
"-8571146.78529342,4706621.22674276,D St & Maryland Ave NE,classic,0824a703-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:02+00,10,0,12,6,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,""KEY,CREDITCARD"",42,DCA-CABI,,38.894841,-76.995916,2024/10/22 07:07:28+00,217279610"
"-8566569.67186458,4716766.44850661,Prince George's Plaza Metro,classic,ebbf6e18-684d-4fc9-ad4d-c025b8d76556,,2024/10/22 07:06:07+00,16,0,0,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,17,""KEY,CREDITCARD"",133,DCA-CABI,,38.965742,-76.954803,2024/10/22 07:07:28+00,217279611"
"-8573121.82601153,4707726.67972347,New Jersey Ave & K St NW,classic,082624fc-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:07+00,21,0,2,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,""KEY,CREDITCARD"",42,DCA-CABI,,38.902571,-77.013667,2024/10/22 07:07:28+00,217279612"
"-8570167.31757536,4727552.81478043,White Oak Transit Center,classic,6edca550-d78f-4c5d-ad2c-79d1ce88c48d,,2024/10/22 07:06:07+00,13,0,4,1,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",44,DCA-CABI,,39.04104,-76.987125,2024/10/22 07:07:28+00,217279613"
"-8572468.74735362,4709503.88607592,Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center,classic,6d5ad96d-a704-4fa6-8b65-3ac643c5aa93,,2024/10/22 07:06:07+00,7,0,11,6,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.915,-77.0078,2024/10/22 07:07:28+00,217279614"
"-8580409.02983772,4711035.18933204,39th St & Tunlaw Rd NW,classic,1879766346478500482,,2024/10/22 07:06:04+00,6,0,12,9,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",,DCA-CABI,,38.9257,-77.079119,2024/10/22 07:07:28+00,217279615"
"-8574701.62942802,4716136.56500143,Georgia & Missouri Ave NW,classic,082605b0-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:07+00,14,0,4,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.961339,-77.027855,2024/10/22 07:07:28+00,217279616"
"-8575867.34920346,4705656.61539492,17th St & Independence Ave SW,classic,082623bf-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:08+00,7,0,8,0,4,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.888097,-77.038325,2024/10/22 07:07:28+00,217279617"
"-8597290.41460552,4704294.14307957,Merrilee Dr & Lauren Elizabeth Lane,classic,a77b8993-6d68-425e-a37a-0e613a7cb17a,,2024/10/22 07:06:08+00,6,0,5,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,""KEY,CREDITCARD"",104,DCA-CABI,,38.878572,-77.230766,2024/10/22 07:07:28+00,217279618"
"-8571849.74158647,4696455.16385451,Livingston Rd & 3rd St SE,classic,d72b1790-0fea-4af8-9d2a-fd4d4db24d1a,,2024/10/22 07:06:08+00,8,0,7,3,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",42,DCA-CABI,,38.82373,-77.00223,2024/10/22 07:07:28+00,217279619"
"-8573915.32470706,4703757.12672022,Waterfront Park,classic,94b1507c-7f76-483c-b06a-a4131e0b5970,,2024/10/22 07:06:05+00,1,0,18,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.874821,-77.020788,2024/10/22 07:07:28+00,217279620"
"-8594914.17993199,4704186.53727917,Emma Lee St & Morris St,classic,3d8b6392-9572-4c65-b71c-fd8f03af9ab2,,2024/10/22 07:06:05+00,5,0,7,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,""KEY,CREDITCARD"",104,DCA-CABI,,38.877818,-77.209421,2024/10/22 07:07:28+00,217279621"
"-8577104.62389598,4692074.30747987,Mt Vernon Trail & S. Washington St.,classic,8d8a3add-40b4-41ba-bffe-5a754ebc1625,,2024/10/22 07:06:09+00,2,0,10,5,3,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",40,DCA-CABI,,38.793065,-77.049436,2024/10/22 07:07:28+00,217279622"
"-8571687.14921538,4721740.81065707,Garland Ave & Walden Rd,classic,a3761e59-db36-4b61-8bb3-8d523af69b96,,2024/10/22 07:06:15+00,0,0,14,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",44,DCA-CABI,,39.00048,-77.00077,2024/10/22 07:07:28+00,217279623"
"-8574762.0145491,4707905.416877,12th & L St NW,classic,082537e4-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:15+00,6,0,13,5,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.903819,-77.0284,2024/10/22 07:07:28+00,217279624"
"-8585824.85516369,4707966.78928231,Marymount University / Yorktown Blvd & 26th St N,classic,5eb5b5a7-db69-4d8a-a16a-604678a544b7,,2024/10/22 07:06:15+00,10,0,4,3,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",41,DCA-CABI,,38.904252,-77.127776,2024/10/22 07:07:28+00,217279625"
"-8569649.3161114,4706365.93712191,16th St & North Carolina Ave NE,classic,1932168474073292810,,2024/10/22 07:06:15+00,4,0,12,5,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",,DCA-CABI,,38.893062,-76.982464,2024/10/22 07:07:28+00,217279626"
"-8608536.09721254,4715854.2738889,N Shore Dr & Bandit Loop,classic,1900964406001033780,,2024/10/22 07:06:15+00,6,0,5,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,""KEY,CREDITCARD"",,DCA-CABI,,38.95937,-77.331794,2024/10/22 07:07:28+00,217279627"
"-8575239.70943853,4712281.05110768,14th & Otis Pl NW,classic,2a43f4e2-4102-482e-8879-245cf7555c6b,,2024/10/22 07:06:15+00,17,0,4,2,4,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,""KEY,CREDITCARD"",42,DCA-CABI,,38.934405,-77.032687,2024/10/22 07:07:28+00,217279628"
"-8610104.16114054,4711723.74865723,Soapstone Dr Convenience Center,classic,85c2fb24-d241-4550-8968-2cdf85462af7,,2024/10/22 07:06:10+00,2,0,10,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,""KEY,CREDITCARD"",104,DCA-CABI,,38.93051,-77.345874,2024/10/22 07:07:28+00,217279629"
"-8610957.68325386,4713655.59769654,Golf Course Sq and Golf Course Dr,classic,13c42471-96ab-441d-9a4c-bc57f7af6f9b,,2024/10/22 07:06:10+00,9,0,2,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,""KEY,CREDITCARD"",104,DCA-CABI,,38.944013,-77.353552,2024/10/22 07:07:28+00,217279630"
"-8589014.59287131,4705258.61581149,East Falls Church Metro / Sycamore St & 19th St N,classic,08261f4b-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:13+00,17,0,2,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",41,DCA-CABI,,38.885321,-77.156427,2024/10/22 07:07:28+00,217279631"
"-8590090.24398202,4738843.08973136,Shady Grove Metro West,classic,0825e56c-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:13+00,17,0,1,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",43,DCA-CABI,,39.119765,-77.166093,2024/10/22 07:07:28+00,217279632"
"-8573134.32431711,4705496.35756605,Washington & Independence Ave SW/HHS,classic,08256e11-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:13+00,16,0,15,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,31,""KEY,CREDITCARD"",42,DCA-CABI,,38.886978,-77.013769,2024/10/22 07:07:28+00,217279633"
