X,Y,NAME,STATION_TYPE,STATION_ID,STATION_STATUS,LAST_REPORTED,NUM_DOCKS_AVAILABLE,NUM_DOCKS_DISABLED,NUM_BIKES_AVAILABLE,NUM_EBIKES_AVAILABLE,NUM_BIKES_DISABLED,IS_INSTALLED,IS_RETURNING,IS_RENTING,HAS_KIOSK,IOS,ANDROID,ELECTRIC_BIKE_SURCHARGE_WAIVER,EIGHTD_HAS_KEY_DISPENSER,CAPACITY,RENTAL_METHODS,REGION_ID,REGION_NAME,GIS_ID,LATITUDE,LONGITUDE,GIS_LAST_MOD_DTTM,OBJECTID
"-8577546.68221498,4700835.93574137,Eads St & 22nd St S,classic,0824866e-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:04:54+00,3,0,12,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",41,DCA-CABI,,38.854381,-77.053412,2024/10/22 07:07:28+00,217279987"
"-8574263.84854063,4707086.03067449,9th & G St NW,classic,a10f8bfa-1324-411c-b358-3fbd94eff32b,,2024/10/22 07:04:42+00,12,0,3,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",42,DCA-CABI,,38.898097,-77.023924,2024/10/22 07:07:28+00,217279988"
"-8577583.01103457,4694989.97204449,Braddock Rd Metro South,classic,c139589c-fe21-4834-a2a1-5528f7dd2152,,2024/10/22 07:04:46+00,18,0,1,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",40,DCA-CABI,,38.813474,-77.053734,2024/10/22 07:07:28+00,217279989"
"-8572277.13203314,4704053.63614304,1st & M St SE,classic,5f71434d-dc5c-45ff-8219-708a3d9a0691,,2024/10/22 07:04:56+00,7,0,31,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,39,""KEY,CREDITCARD"",42,DCA-CABI,,38.876893,-77.006072,2024/10/22 07:07:28+00,217279990"
"-8578679.35958916,4708573.53922741,Wisconsin Ave & O St NW,classic,08254f20-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:04:55+00,7,1,11,3,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.90849,-77.063586,2024/10/22 07:07:28+00,217279991"
"-8568475.62479247,4709165.77558924,24th & R St NE / National Arboretum,classic,08263311-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:04:57+00,16,0,2,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.91263,-76.971923,2024/10/22 07:07:28+00,217279992"
"-8611644.29642981,4715520.05242209,W&OD Trail & Explorer St/Reston Bus Station,classic,08263a37-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:04+00,9,0,8,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,17,""KEY,CREDITCARD"",104,DCA-CABI,,38.957037,-77.359718,2024/10/22 07:07:28+00,217279993"
"-8576031.41437379,4708216.79146885,Rhode Island & Connecticut Ave NW,classic,0824f644-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:02+00,18,0,5,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,""KEY,CREDITCARD"",42,DCA-CABI,,38.905996,-77.039802,2024/10/22 07:07:28+00,217279994"
"-8568170.02673227,4701876.35549243,Marion Barry Ave & Naylor Rd SE,classic,08247ed8-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:04:59+00,19,0,0,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.861663,-76.969184,2024/10/22 07:07:28+00,217279995"
"-8574125.94902446,4709892.83924212,8th & V St NW,classic,3900eddf-b06d-4763-af70-1126603508d0,,2024/10/22 07:04:59+00,10,0,8,2,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.917716,-77.022684,2024/10/22 07:07:28+00,217279996"
"-8590691.32795179,4738114.32034864,King Farm Blvd & Pleasant Dr,classic,0825b738-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:04+00,17,0,1,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,18,""KEY,CREDITCARD"",43,DCA-CABI,,39.114688,-77.171487,2024/10/22 07:07:28+00,217279997"
"-8569453.16340824,4717734.81427065,Riggs Rd & East West Hwy,classic,f0d65475-a505-474b-a40f-2488459105ac,,2024/10/22 07:05:04+00,3,0,13,2,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,17,""KEY,CREDITCARD"",133,DCA-CABI,,38.9725,-76.9807,2024/10/22 07:07:28+00,217279998"
"-8574166.9045813,4704310.96408358,Maine Ave & 7th St SW,classic,0824a68f-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:05+00,16,0,5,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,21,""KEY,CREDITCARD"",42,DCA-CABI,,38.878694,-77.023054,2024/10/22 07:07:28+00,217279999"
"-8576988.39638907,4726825.91904236,Amherst Ave & Prichard Rd,classic,082651f8-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:09+00,13,0,1,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",44,DCA-CABI,,39.035965,-77.048395,2024/10/22 07:07:28+00,217280000"
"-8572303.84197973,4719328.10769408,Maple & Ritchie Ave,classic,08258785-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:09+00,0,0,19,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",44,DCA-CABI,,38.983627,-77.006311,2024/10/22 07:07:28+00,217280001"
"-8570791.27494372,4707356.94089951,10th & H St NE,classic,fe755eaf-7f1f-48df-bc40-f51d2af775d1,,2024/10/22 07:05:06+00,4,0,15,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.899984,-76.992725,2024/10/22 07:07:28+00,217280002"
"-8583234.42890736,4702988.17778164,Arlington Blvd & S George Mason Dr,classic,0825f58d-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:09+00,15,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",41,DCA-CABI,,38.869442,-77.104503,2024/10/22 07:07:28+00,217280003"
"-8579554.58313278,4706798.49719896,Rosslyn Metro / Wilson Blvd & N Moore St,classic,472d3644-c8f4-4912-ad84-79f11cee2e49,,2024/10/22 07:05:10+00,13,0,7,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,21,""KEY,CREDITCARD"",41,DCA-CABI,,38.896087,-77.071452,2024/10/22 07:07:28+00,217280004"
"-8579538.49860479,4705917.22623189,Iwo Jima Memorial / Meade & 14th St N,classic,0825f344-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:05+00,10,0,8,2,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",41,DCA-CABI,,38.88992,-77.071301,2024/10/22 07:07:28+00,217280005"
"-8576562.07104506,4725309.33314053,Dennis Ave & Amherst Ave,classic,08259e6f-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:07+00,11,0,4,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",44,DCA-CABI,,39.025387,-77.044563,2024/10/22 07:07:28+00,217280006"
"-8582513.9235481,4720175.00751493,Cordell & Norfolk Ave,classic,08258395-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:09+00,11,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,""KEY,CREDITCARD"",44,DCA-CABI,,38.98954,-77.098029,2024/10/22 07:07:28+00,217280007"
"-8575219.00397495,4708202.93929233,Thomas Circle,classic,0824f8a2-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:07+00,23,0,7,1,3,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,33,""KEY,CREDITCARD"",42,DCA-CABI,,38.9059,-77.0325,2024/10/22 07:07:28+00,217280008"
"-8570992.86274827,4727115.23014345,Oak Leaf & Lockwood,classic,90682a3e-9cb2-43d1-b104-61c50043d35b,,2024/10/22 07:05:14+00,11,0,8,3,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",44,DCA-CABI,,39.037981,-76.994539,2024/10/22 07:07:28+00,217280009"
"-8574615.90401226,4708565.25596131,11th & O St NW,classic,08261d35-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:11+00,0,0,20,4,3,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,""KEY,CREDITCARD"",42,DCA-CABI,,38.908431,-77.027088,2024/10/22 07:07:28+00,217280010"
"-8574171.51026866,4707315.41316274,8th & H St NW,classic,0824b9cc-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:13+00,25,0,6,0,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,33,""KEY,CREDITCARD"",42,DCA-CABI,,38.8997,-77.023086,2024/10/22 07:07:28+00,217280011"
"-8579313.07600584,4699669.40985937,28th St & S Meade St,classic,082546fc-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:13+00,4,0,11,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",41,DCA-CABI,,38.846222,-77.069275,2024/10/22 07:07:28+00,217280012"
"-8581371.41562804,4705208.33124165,Barton St & 10th St N,classic,08254123-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:16+00,11,0,0,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,""KEY,CREDITCARD"",41,DCA-CABI,,38.884961,-77.08777,2024/10/22 07:07:28+00,217280013"
"-8571423.96574318,4706339.06674515,Massachusetts Ave & 6th St NE,classic,880978b9-5084-4576-a206-8d94cdbf4427,,2024/10/22 07:05:11+00,6,0,13,8,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.892875,-76.998413,2024/10/22 07:07:28+00,217280014"
"-8577174.10696006,4727852.20838465,Blueridge Ave & Elkin St,classic,ce78d5f4-486a-4a64-8518-5a10bfd7ef94,,2024/10/22 07:05:14+00,9,0,6,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",44,DCA-CABI,,39.04313,-77.05006,2024/10/22 07:07:28+00,217280015"
"-8572176.87411204,4700656.09704679,St. Elizabeths West Campus/DHS ,classic,8a10969e-9861-4926-bda6-f0b58a0c253d,,2024/10/22 07:05:18+00,17,0,2,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.853124,-77.005174,2024/10/22 07:07:28+00,217280016"
"-8597014.80786243,4704899.00912321,Dunn Loring Metro,classic,48ca5477-32a2-485d-961d-5371f2d1d5e1,,2024/10/22 07:05:20+00,18,0,1,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",104,DCA-CABI,,38.8828,-77.2283,2024/10/22 07:07:28+00,217280017"
"-8575185.40202237,4711193.07020608,14th & Harvard St NW,classic,082476ba-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:20+00,11,0,5,3,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.9268,-77.0322,2024/10/22 07:07:28+00,217280018"
"-8571077.60610576,4704383.41369863,8th & Eye St SE / Barracks Row,classic,08249671-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:22+00,4,0,7,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,""KEY,CREDITCARD"",42,DCA-CABI,,38.8792,-76.9953,2024/10/22 07:07:28+00,217280019"
"-8569503.70110122,4728113.04439223,Stewart & April,classic,52ba8179-5dda-404f-abba-796b3f645434,,2024/10/22 07:05:19+00,17,0,1,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",44,DCA-CABI,,39.044944,-76.981155,2024/10/22 07:07:28+00,217280020"
"-8579937.66295557,4706052.18514774,Arlington Blvd & Ft Myer Dr,classic,199ecf43-3fcc-446e-8b91-e151e7ad617f,,2024/10/22 07:05:23+00,4,0,11,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",41,DCA-CABI,,38.890863,-77.074893,2024/10/22 07:07:28+00,217280021"
"-8574260.31677672,4708306.32972336,9th & N St NW ,classic,1926601045514275106,,2024/10/22 07:05:23+00,5,0,18,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,""KEY,CREDITCARD"",,DCA-CABI,,38.906622,-77.023885,2024/10/22 07:07:28+00,217280022"
"-8596677.49594415,4702859.4692247,Gatehouse Rd & Telestar Ct,classic,523db239-4cfe-4d84-b8ff-60f1ad4d342c,,2024/10/22 07:05:24+00,5,0,5,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,""KEY,CREDITCARD"",104,DCA-CABI,,38.868536,-77.225262,2024/10/22 07:07:28+00,217280023"
"-8586717.30992423,4694451.50598674,Whiting & Lane Dr,classic,5ac39643-b36d-415f-bbb4-1a5e2c61d98d,,2024/10/22 07:05:24+00,5,0,10,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",40,DCA-CABI,,38.809709,-77.135788,2024/10/22 07:07:28+00,217280024"
"-8577153.63743824,4706801.38780571,23rd & E St NW ,classic,0824e7c1-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:28+00,13,0,6,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.896104,-77.049882,2024/10/22 07:07:28+00,217280025"
"-8580741.2201337,4703529.13672074,Washington Blvd & Walter Reed Dr ,classic,0825bf2b-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:25+00,10,0,2,1,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",41,DCA-CABI,,38.873219,-77.082104,2024/10/22 07:07:28+00,217280026"
"-8572969.35276345,4709564.40547029,1st & Rhode Island Ave NW,classic,082515d4-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:28+00,0,0,12,5,3,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",42,DCA-CABI,,38.915417,-77.012289,2024/10/22 07:07:28+00,217280027"
"-8582766.04255924,4705170.81690807,GMU/Fairfax Dr & Kenmore St,classic,08252a92-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:27+00,10,0,5,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",41,DCA-CABI,,38.884703,-77.100302,2024/10/22 07:07:28+00,217280028"
"-8566667.77665186,4710455.20329063,Fort Lincoln Dr & 33rd Pl NE,classic,c9760156-83bd-4a7d-9dfa-85d7ee463f62,,2024/10/22 07:05:27+00,6,0,9,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",42,DCA-CABI,,38.921641,-76.955687,2024/10/22 07:07:28+00,217280029"
"-8573567.42985922,4709169.93323369,New Jersey Ave & R St NW,classic,08255427-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:32+00,7,0,7,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",42,DCA-CABI,,38.912659,-77.017669,2024/10/22 07:07:28+00,217280030"
"-8575488.3992238,4707880.68016284,15th & L St NW,classic,0825fc3a-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:32+00,23,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,""KEY,CREDITCARD"",42,DCA-CABI,,38.903649,-77.034918,2024/10/22 07:07:28+00,217280031"
"-8580530.15695798,4714486.3480115,Wisconsin Ave & Brandywine St NW,classic,082632a8-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:35+00,25,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,25,""KEY,CREDITCARD"",42,DCA-CABI,,38.949813,-77.080217,2024/10/22 07:07:28+00,217280032"
"-8571275.04771421,4708489.66674749,Union Market,classic,0825fe4c-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:31+00,5,0,17,7,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,""KEY,CREDITCARD"",42,DCA-CABI,,38.907908,-76.99707,2024/10/22 07:07:28+00,217280033"
"-8603001.91977797,4702590.6674551,Beech Dr at Draper Dr Park,classic,1871684492868499562,,2024/10/22 07:05:35+00,5,0,6,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,""KEY,CREDITCARD"",,DCA-CABI,,38.866659,-77.282077,2024/10/22 07:07:28+00,217280034"
"-8569979.47768126,4728213.84224299,Stewart Ln & Old Columbia Pike,classic,909f576d-3523-4646-aa26-900ba8c9cd13,,2024/10/22 07:05:37+00,18,0,1,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",44,DCA-CABI,,39.045652,-76.985438,2024/10/22 07:07:28+00,217280035"
"-8577355.86463697,4701321.53351052,Crystal City Metro / 18th St & S Bell St,classic,08246f1f-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:37+00,7,0,12,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",41,DCA-CABI,,38.857785,-77.051698,2024/10/22 07:07:28+00,217280036"
"-8572114.44728268,4708884.00653035,Eckington Pl & Q St NE,classic,0824bc00-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:42+00,18,0,5,4,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,""KEY,CREDITCARD"",42,DCA-CABI,,38.91066,-77.004615,2024/10/22 07:07:28+00,217280037"
"-8597242.03638862,4710570.86392647,Greensboro & Pinnacle Dr,classic,730f282a-2f5b-4fda-b82f-5c94b3d5a2a6,,2024/10/22 07:05:38+00,9,0,4,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,13,""KEY,CREDITCARD"",104,DCA-CABI,,38.92245,-77.23034,2024/10/22 07:07:28+00,217280038"
"-8570797.73388569,4706818.34117433,Maryland Ave & E St NE,classic,082612c1-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:38+00,7,0,19,2,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,27,""KEY,CREDITCARD"",42,DCA-CABI,,38.896226,-76.992786,2024/10/22 07:07:28+00,217280039"
"-8567154.67541918,4712539.85491736,Perry & 35th St,classic,068e6359-1741-4240-9ed1-07a9038bc319,,2024/10/22 07:05:42+00,1,0,14,3,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",133,DCA-CABI,,38.936213,-76.960054,2024/10/22 07:07:28+00,217280040"
"-8589965.78059591,4739066.92178825,Shady Grove Metro East,classic,08265563-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:42+00,16,0,3,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",43,DCA-CABI,,39.121327,-77.164969,2024/10/22 07:07:28+00,217280041"
"-8573104.07031286,4709160.99123172,Florida Ave & R St NW,classic,0824960b-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:36+00,1,0,13,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",42,DCA-CABI,,38.9126,-77.0135,2024/10/22 07:07:28+00,217280042"
"-8573388.3255135,4690584.54028983,Fleet St & Waterfront St,classic,d4e8307d-5fb2-4ece-a66a-1522b1ebf79c,,2024/10/22 05:57:06+00,13,0,0,0,2,YES,NO,NO,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",133,DCA-CABI,,38.782633,-77.016059,2024/10/22 07:07:28+00,217280043"
"-8579183.96858525,4701946.21650654,Army Navy Dr & S Nash St,classic,0826029e-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:04:57+00,8,0,2,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,""KEY,CREDITCARD"",41,DCA-CABI,,38.86215,-77.068121,2024/10/22 07:07:28+00,217280044"
"-8574484.06149907,4709819.27829305,10th & U St NW,classic,082483c2-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:04:57+00,15,0,2,0,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.9172,-77.0259,2024/10/22 07:07:28+00,217280045"
"-8580738.56431164,4706293.71352118,Wilson Blvd & N Troy St,classic,d39e9b29-0ba7-453f-9f1e-b0a856d448b7,,2024/10/22 07:04:58+00,12,0,3,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",41,DCA-CABI,,38.892556,-77.082089,2024/10/22 07:07:28+00,217280046"
"-8576624.84373477,4706603.23986638,20th St & Virginia Ave NW,classic,082543d4-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:04:55+00,9,0,6,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",42,DCA-CABI,,38.894722,-77.045128,2024/10/22 07:07:28+00,217280047"
"-8574458.51684427,4710275.55193577,10th St & Florida Ave NW,classic,08259009-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:04:55+00,11,0,7,2,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.920387,-77.025672,2024/10/22 07:07:28+00,217280048"
"-8577288.88684167,4728453.82445741,Wheaton Library & Community Rec Center,classic,2f12b7e0-a0f1-49ed-92d8-784133ea9168,,2024/10/22 07:04:54+00,2,0,9,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,""KEY,CREDITCARD"",44,DCA-CABI,,39.047323,-77.051097,2024/10/22 07:07:28+00,217280049"
"-8575196.03820335,4708588.26316393,14th St & Rhode Island Ave NW,classic,08247a21-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:03+00,16,0,15,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,31,""KEY,CREDITCARD"",42,DCA-CABI,,38.9086,-77.0323,2024/10/22 07:07:28+00,217280050"
"-8585813.28495861,4705188.89715399,Washington Blvd & N Frederick St,classic,082616fc-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:04:58+00,8,0,3,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,""KEY,CREDITCARD"",41,DCA-CABI,,38.884829,-77.127671,2024/10/22 07:07:28+00,217280051"
"-8589647.5997909,4705520.32140507,W&OD Trail & Langston Blvd,classic,5982cdb9-2f4d-490f-8e7c-030adfac87be,,2024/10/22 07:04:59+00,9,0,6,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",41,DCA-CABI,,38.88715,-77.16212,2024/10/22 07:07:28+00,217280052"
